cell_id,lst,ndvi,building_density,road_density,lon,lat
30,47.896607312791815,0.1121876684863158,0.0005276086468136,0.0,77.20674999999943,28.420249999999996
31,46.46778777430471,0.1163579149254925,0.0,0.0,77.21124999999942,28.420249999999996
32,45.866168789249,0.1448508246476278,0.0,0.0,77.21574999999942,28.420249999999996
33,43.46132991082273,0.1698170925024223,0.0,0.0,77.22024999999941,28.420249999999996
34,45.16384518865434,0.1434553361950774,0.0,0.0,77.22474429588449,28.420255734505698
35,45.79703639594222,0.123907828454536,0.0,0.0,77.1662499999995,28.424750000000003
36,44.55541655399207,0.1481353617056782,0.0,0.0014419329934335,77.1707499999995,28.424750000000003
37,44.83328673604164,0.140922751814483,0.0,0.0002205962315601,77.1752499999995,28.424750000000003
38,45.233708838961135,0.1537296049403061,0.0,0.0,77.17974999999947,28.424750000000003
39,45.43477329205035,0.1388017188931842,0.0,0.0,77.18424999999947,28.424750000000003
40,45.87228815770909,0.1400787798705682,0.0076174081648407,0.0148504753218187,77.18874999999946,28.424750000000003
41,47.18164356880585,0.1332556615796412,0.0106202382133862,0.0143341575697776,77.19324999999945,28.424750000000003
42,46.9857498096522,0.1377837462536932,0.0028011281580857,0.0028826400206139,77.19774999999944,28.424750000000003
43,45.88352078848596,0.1703736221388113,0.0038351739480448,0.0094735407019628,77.20224999999944,28.424750000000003
44,46.74766206078847,0.1487221477978356,0.0004925856555342,0.0027618101071563,77.20674999999943,28.424750000000003
45,46.16447244234749,0.1130291505470637,0.0,0.0,77.21124999999942,28.424750000000003
46,45.06328660225663,0.1321402398717969,0.0,0.0,77.21574999999942,28.424750000000003
47,45.09192626948546,0.123415493791917,0.0,0.0,77.22024999999941,28.424750000000003
48,45.293574736949004,0.1526187236633514,0.0012457150289857,0.0036374924007754,77.2247499999994,28.424750000000003
49,45.26691279088907,0.1533905548754343,0.0,0.0,77.22924999999941,28.424750000000003
50,43.94513246337501,0.1636083916973818,0.0,0.0,77.23349198001173,28.42518221803207
51,44.85641089571103,0.165916497700376,0.0,0.0099031953900358,77.16231339465763,28.429755024090838
52,46.016988909757096,0.1280940619841567,0.0,0.0013761243361812,77.1662499999995,28.429249999999996
53,44.41681025967462,0.1741590470005347,0.0,0.0081870478145805,77.1707499999995,28.429249999999996
54,44.611914093335926,0.1639109062258964,0.0,0.0066549144105637,77.1752499999995,28.429249999999996
55,44.2843602898817,0.1666696359190887,0.0,0.0,77.17974999999947,28.429249999999996
56,45.049627166900194,0.1694687462063486,0.0,0.0051817208437918,77.18424999999947,28.429249999999996
57,45.651306449781536,0.1508088776908844,0.0121975291164252,0.0177541399585813,77.18874999999946,28.429249999999996
58,46.60088666459065,0.1343125662869464,0.0072304363627747,0.0195129728886193,77.19324999999945,28.429249999999996
59,46.89010550915162,0.1655238454233493,0.0023669013853637,0.0120180334818701,77.19774999999944,28.429249999999996
60,45.79885190656787,0.178607213373912,0.0064795479493344,0.0085727768174104,77.20224999999944,28.429249999999996
61,47.35968084720317,0.1533873336046542,0.0067605543161639,0.0023735097956689,77.20674999999943,28.429249999999996
62,46.5561703432957,0.1371315659930495,0.0,0.0,77.21124999999942,28.429249999999996
63,45.53712194582397,0.1380200735135426,0.0,0.0053601328582599,77.21574999999942,28.429249999999996
64,46.54213864268938,0.1367364616535719,0.0,0.0042749204273156,77.22024999999941,28.429249999999996
65,46.30718008097555,0.1254656741306666,0.0162853750720909,0.0308740611708507,77.2247499999994,28.429249999999996
66,44.397104632785776,0.1468723733166723,0.0,0.015822376276916,77.22924999999941,28.429249999999996
67,42.75914349895895,0.1943582545288895,0.0,0.0,77.23374999999939,28.429249999999996
68,45.14525112245915,0.1610816261726088,0.0,0.0,77.23824603801174,28.429254065369417
69,42.81397949238942,0.200762654601819,0.0009997575882817,0.0046732755330867,77.15729423875155,28.433798015965888
70,43.00177068460268,0.1941927140466036,0.0,0.0053527803773489,77.16174999999951,28.43375
71,44.69154258482424,0.1699769554465889,0.0,0.0095578380287263,77.1662499999995,28.43375
72,43.0809129885288,0.1927402491080987,0.0,0.0090172075751761,77.1707499999995,28.43375
73,43.79574472001456,0.1397800125361703,0.0,0.0271479378919232,77.1752499999995,28.43375
74,43.75818567845173,0.1553515798072715,0.0,0.0167580421562621,77.17974999999947,28.43375
75,44.891628700818565,0.1707981883854134,0.0,0.008483379973308,77.18424999999947,28.43375
76,46.25922513522912,0.1609534521090353,0.0,0.0129572056918849,77.18874999999946,28.43375
77,45.65053159147655,0.1343822063432274,0.0083503763111525,0.0239988780803769,77.19324999999945,28.43375
