cell_id,elevation
1110,228.9722140195458
1111,236.00639808760468
1112,241.50841570932403
1113,243.73298554474377
1114,242.58564879914508
1115,237.48208560661448
1116,234.3791323911974
1117,227.92125430640516
1118,228.13464135021093
1119,230.11199212709124
1120,222.83556211769667
1121,218.00528832630084
1122,215.10893984338762
1123,214.04291579953883
1124,213.3548473298546
1125,211.9274166338639
1126,208.42493144906138
1127,201.81727144866372
1128,199.24959572523392
1129,199.49151565421545
1130,199.548613943545
1131,199.01718714253036
1132,214.42267282011002
1133,214.40958584210196
1134,213.14267630594378
1135,213.39429945441236
1136,213.4509439801916
1137,213.34314608005855
1138,213.69520220484833
1139,214.2979375932019
1140,213.93305015612248
1141,213.32214972720607
1142,214.30817928589485
1143,213.39301537293042
1144,214.37685480808432
1145,213.5947903627333
1146,214.00077355836842
1147,213.90210695096883
1148,212.2191139240504
1149,212.70093392219167
1150,214.4947959154967
1151,215.52379746835425
1152,214.46120847281202
1153,214.89673408534676
1154,215.14803820885416
1155,216.0419883287631
1156,215.34257865792736
1157,212.45922372437826
1158,213.290768473599
1159,213.17547116736966
1160,212.4928814608477
1161,211.5707435738792
1162,213.26524666959432
1163,214.65704158989556
1164,214.9685157842929
1165,217.02636354683924
1166,218.84618630360458
1167,217.45436265204236
1168,218.26965280513167
1169,220.48480969928812
1170,220.8001574891725
1171,222.17818857094593
1172,222.78290528566174
1173,222.99268635724317
1174,225.8424450414209
1175,227.61732770745414
1176,228.32058567048276
1177,230.99132183746354
1178,231.4568840630666
1179,231.6966764652104
1180,235.42184840855683
1181,238.37120956399426
1182,240.39120650369887
1183,241.16956234261346
1184,243.69192153554084
1185,243.67565894961865
1186,248.9040571717964
1187,255.70696758770993
1188,262.39639943741184
1189,262.6307081961676
1190,265.18180667660346
1191,265.82890054712414
1192,260.3242969486372
1193,263.2629469183377
1194,259.30520557961626
1195,251.22755409245622
1196,246.0467939070871
1197,239.8387963158263
1198,235.27627247404376
1199,235.54399437412076
1200,235.37489981016643
1201,232.04994091497355
1202,232.32289234577595
1203,228.6932825114629
1204,229.2061322081572
1205,228.61639404211004
1206,226.69380722654307
1207,223.80509142053415
1208,229.06993164364664
1209,231.60217443283284
1210,233.90805777859023
1211,234.70831809614876
1212,237.93413502109695
1213,234.17313886271225
1214,233.8919127988745
1215,230.97216518045508
1216,231.01122647083605
1217,227.69736768097172
1218,223.47196826914941
1219,218.05101079020267
1220,213.45215496027544
1221,210.34428535261185
1222,210.43764331837406
1223,211.58681009632272
1224,207.42473768601064
1225,201.35151370209843
1226,200.79833469295892
1227,200.85730356038005
1228,199.4407866970538
1229,212.7639553204656
1230,213.2361607519767
1231,212.90306969415587
1232,214.72565400843868
1233,216.32991402479306
1234,213.5243802931826
1235,214.21625574886409
1236,214.08819846060717
1237,212.9662361779351
1238,213.42932489451454
1239,213.62206962541828
1240,214.59844125880986
1241,213.99781945050128
1242,214.35443981768015
1243,213.8615018850935
1244,214.05715853298233
1245,213.36115018850896
1246,214.75217703248288
1247,215.44642178861307
1248,214.64955545551703
1249,214.26537990799466
1250,214.9758451387811
1251,215.1310331241378
1252,216.2395887540256
1253,214.08120199206513
1254,212.94244867519353
1255,212.67132208157514
1256,212.8513547733601
1257,212.2852097316613
1258,212.17139240506313
1259,212.65145489399438
1260,214.1023104593248
1261,212.53024235699013
1262,216.4474964838254
1263,216.56073845807435
1264,215.35555117888674
1265,215.82894514767892
1266,215.4754949554641
1267,214.94047719535155
1268,217.16494845360808
1269,219.34378825615212
1270,218.5557665794431
1271,220.9335161744019
1272,221.3985760117066
1273,223.2999493542665
1274,223.34395486902417
1275,224.81356122951362
1276,225.17935623645909
1277,226.36924440442843
1278,226.89360474931033
1279,230.11528776219325
1280,232.6492128919711
1281,231.94925721681352
1282,235.30517845335703
1283,237.7947469859175
1284,242.04618242197353
1285,245.12165963431758
1286,244.99864948511606
1287,250.78211803112538
1288,252.3396624472571
1289,258.4203758933089
1290,259.98128500267313
1291,263.5323769338957
1292,263.91418361891874
1293,258.75585011327314
1294,253.55301548893516
1295,263.43793248945116
1296,251.10460551310675
1297,240.78070706075965
1298,236.9558227848098
1299,234.62826105310518
1300,232.6443362782057
1301,231.50202531645544
1302,229.67107096120523
1303,230.25295780988398
1304,230.13613854421635
1305,227.321352203027
1306,227.7054147967866
1307,226.4552846672198
1308,224.58688312419068
1309,226.58502855856588
1310,225.82859232998493
1311,226.34469078836278
1312,229.71644016769335
1313,229.9693874679944
1314,230.93054891258438
1315,230.12153569117334
1316,228.82840944261537
1317,228.13620949245038
1318,227.54501343159717
1319,225.78461495174568
1320,216.8214361095862
1321,215.17091180152164
1322,207.06953842690916
1323,210.35090829780313
1324,208.41974683544282
1325,203.11777615215777
1326,199.4577370650226
1327,202.02453504403337
1328,199.63279771009692
1329,212.64713409522128
1330,214.01918909221374
1331,214.68692962103663
1332,213.98203938115344
1333,213.76759097812055
1334,214.66026064585085
1335,213.99834038902435
1336,214.2328903888068
1337,214.2367496133844
1338,214.84866385372737
1339,213.38231034240357
1340,213.71084337349427
1341,214.68272855133628
1342,214.5031216603861
1343,213.80499191450505
1344,214.87634461521182
1345,214.4861212666633
1346,214.17561695844782
1347,214.1083581753757
1348,214.31689071376374
1349,213.98588222059763
1350,214.02606971610186
1351,217.24877314847404
1352,214.79278924573967
1353,215.46964177719036
1354,214.99886125599267
1355,214.05243619489602
1356,213.39192135131725
1357,214.24654164089338
1358,214.48853265837053
1359,211.77383966244747
1360,211.97555249395535
1361,211.90689727905524
1362,214.8884528832632
1363,214.61799901567926
