cell_id,population
148,1165.5497280046052
149,1906.1307815850953
150,2104.3181111055264
151,1994.9567845064048
152,1323.2894096673701
153,688.4146177329267
154,583.0768606372908
155,591.7856898588293
156,432.47503391340666
157,428.48789275674267
158,420.2620778065102
159,383.85724486182716
160,350.84204873103727
161,310.6594731723562
162,282.2031381569656
163,299.1258897594377
164,377.5291891397215
165,523.5527684529623
166,482.39198116975666
167,741.3649145462932
168,1099.2667007895077
169,827.7522471708407
170,486.556334327249
171,447.72044789183377
172,415.60891676884074
173,443.8126556546081
174,754.1712192086612
175,1530.138360416188
176,2104.2353287042356
177,2188.63823185341
178,2032.5912640141505
179,1597.438625126259
180,875.1566524206423
181,690.2049254922306
182,572.5297795912799
183,412.94266659231744
184,398.1843593784407
185,380.4625615288229
186,358.895035983067
187,330.34890801298855
188,303.5482704050401
189,289.2482812357884
190,253.80539372762044
191,461.70787715537875
192,508.48241681865613
193,496.49300418928556
194,693.2689863990333
195,1000.6991544536517
196,1212.678280168421
197,1181.1905748404706
198,1037.0782595166972
199,819.1356696259741
200,676.7059834872974
201,1337.001482929903
202,2011.6345845989154
203,3611.764164105584
204,4174.883771739287
205,2528.424823775946
206,1898.0095783607633
207,1322.1955423841287
208,849.4428339191513
209,593.4799224180333
210,390.40336203107654
211,350.0520278631473
212,328.8690958584057
213,321.83031457265224
214,316.0784437329162
215,533.8345078711416
216,722.9317938561533
217,810.6617662915997
218,813.352445826811
219,1231.3326259014652
220,1783.4051101983762
221,2084.564714289647
222,2004.7364749534458
223,1679.8774243074306
224,1576.4534379098932
225,1784.0258196064071
226,2240.2762011958102
227,2698.546952341118
228,3406.0308201509356
229,2505.9724515428734
230,1956.6205250459564
231,1358.8629661260868
232,874.5256650887283
233,715.5922635134527
234,444.40572813819443
235,334.47008101893414
236,312.5308492062138
237,302.7391996570662
238,302.3762826171576
239,608.4604289559757
240,1137.914338684082
241,1555.9695705787808
242,1755.9655585045912
243,1496.1226052078546
244,1514.9652642792348
245,2137.319670419132
246,3511.519368339987
247,3429.9453628839233
248,2262.0447059481753
249,1942.5166797712739
250,1992.3661050235523
251,2069.764301045736
252,2295.209437830308
253,3528.271811062682
254,2105.443683699066
255,1798.4808468837364
256,1272.583656909419
257,898.5446466632918
258,834.6977243236466
259,502.1012072320077
260,342.41646163790836
261,306.21477640189374
262,291.841668547836
263,289.9914686128205
264,922.4537861767938
265,1440.6024077321963
266,2001.4542692296645
267,2618.647867599188
268,3140.797147713455
269,2132.7742477716183
270,1750.957070758296
271,1892.1339948766372
272,2237.3199165493834
273,2325.0341243669095
274,2235.521265575933
275,1978.1109663421032
276,1907.8975447411626
277,2009.4110968795483
278,2840.043655455346
279,3498.9575648588298
280,2291.3530066097483
281,1924.3699303720512
282,1614.203925862032
283,1084.4929499906655
284,919.970747465246
285,531.0066857693242
286,352.8832912220675
287,311.5645948971018
288,298.2874220530192
289,302.2383367949841
290,237.12595922432692
291,1460.890553560444
292,1886.2660439135982
293,2306.474755410587
294,3955.5143603455795
295,3088.647838607489
296,2183.511472036324
297,1678.7720120747886
298,1632.684367550121
299,1969.8326381608556
300,2116.2679297952086
